,original_title,release_date,revenue,runtime,vote_average,Animation,Comedy,Horror,Western,Thriller,Crime,Romance,History,Fantasy,ScienceFiction,Action,Mystery,Family,Drama,Adventure
23464,Hintertreppe,1921,0.0,50.0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23465,One on One,1977,0.0,98.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23466,Camille Claudel 1915,2013,115860.0,95.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23467,The Plot Against Harry,1989,0.0,81.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23468,ももへの手紙,2012,6748712.0,120.0,7.2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
23469,Maps to the Stars,2014,1338365.0,112.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23470,Helen,2009,0.0,120.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23471,Go Fast,2008,0.0,90.0,5.8,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
23472,Mein bester Feind,2011,0.0,109.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23473,The Wrath of God,1972,0.0,111.0,5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23474,The Shape of Things to Come,1979,0.0,98.0,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23475,The Case Against 8,2014,0.0,109.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23476,Goodbye World,2013,0.0,101.0,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23477,Frequencies,2013,0.0,105.0,6.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
23478,So Undercover,2012,0.0,94.0,5.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23479,Mindscape,2013,1200000.0,99.0,6.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
23480,Northeast,2012,0.0,77.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23481,Asylum,1997,0.0,90.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23482,Back in the Day,2014,0.0,94.0,5.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23483,Les toits de Paris,2007,0.0,98.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23484,Bikini Spring Break,2012,500000.0,87.0,3.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23485,22 Jump Street,2014,188441614.0,112.0,7.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
23486,Il capitale umano,2014,5809330.0,111.0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23487,The Equalizer,2014,192330738.0,132.0,7.1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
23488,For Ellen,2012,0.0,93.0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23489,How to Train Your Dragon 2,2014,609123048.0,102.0,7.6,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1
23490,Lord of Tears,2013,0.0,100.0,5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23491,Der plötzliche Reichtum der armen Leute von Kombach,1971,0.0,102.0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23492,Bambou,2009,0.0,97.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23493,Birdman,2014,103215094.0,119.0,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23494,Lope,2010,0.0,106.0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23495,Saving Grace B. Jones,2009,0.0,0.0,4.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
23496,Chroniques sexuelles d'une famille d'aujourd'hui,2012,0.0,81.0,4.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23497,Bitter Creek,1954,0.0,74.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23498,Murder by Proxy,1954,0.0,87.0,6.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
23499,Blackout,1985,0.0,100.0,4.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23500,Blood Shed,2014,0.0,100.0,4.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23501,Born Reckless,1937,0.0,59.0,5.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
23502,"Tell Me That You Love Me, Junie Moon",1970,0.0,113.0,6.7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23503,Play It As It Lays,1972,0.0,99.0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23504,17 filles,2011,201607.0,87.0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23505,Crawlspace,2013,0.0,90.0,4.7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23506,Broadway Idiot,2013,0.0,81.0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23507,Broken Kingdom,2012,0.0,90.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23508,Brooklyn Babylon,2001,0.0,89.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23509,The Dirties,2013,0.0,83.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23510,The Mind of Mr. Soames,1970,0.0,92.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23511,Mrs. Pollifax: Spy,1971,0.0,110.0,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23512,Snapshot,1979,0.0,92.0,5.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23513,Brainstorm,1965,0.0,105.0,6.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23514,Money as Debt,2006,0.0,47.0,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23515,Начало неведомого века,1967,0.0,73.0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23516,Norman... Is That You?,1976,0.0,91.0,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23517,I See a Dark Stranger,1946,0.0,112.0,5.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
23518,Brooklyn Dodgers: The Ghosts of Flatbush,2007,0.0,0.0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23519,Hermano,2010,0.0,97.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23520,For No Good Reason,2012,0.0,89.0,5.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23521,Haunt,2014,0.0,86.0,5.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23522,Doc of the Dead,2014,0.0,81.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23523,I Do,2013,0.0,91.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23524,The Legend of the 7 Golden Vampires,1974,0.0,85.0,5.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23525,归来,2014,0.0,111.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23526,Boyhood,2014,44349000.0,164.0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23527,The Trials of Cate McCall,2013,0.0,89.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23528,Tillbaka till Bromma,2014,0.0,94.0,5.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23529,Saints and Soldiers: Airborne Creed,2012,0.0,94.0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23530,Tall Story,1960,0.0,91.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23531,Think Like a Man Too,2014,70181428.0,105.0,6.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23532,Thin Ice,1937,0.0,79.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23533,The Pool Boys,2011,0.0,84.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23534,Jersey Boys,2014,67347013.0,134.0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23535,The Corridor,2012,0.0,99.0,4.8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
23536,Nick Fury: Agent of S.H.I.E.L.D.,1998,0.0,120.0,3.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23537,The Pirates of Blood River,1962,0.0,87.0,5.7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
23538,Bitchkram,2012,0.0,101.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23539,Caprice,1967,0.0,92.0,6.1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
23540,The Internet's Own Boy: The Story of Aaron Swartz,2014,48911.0,105.0,7.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23541,Anita,2013,0.0,85.0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23542,8 päivää ensi-iltaan,2008,0.0,110.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23543,A Mother's Courage,2009,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23544,112 Weddings,2014,0.0,115.0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23545,Ruba al prossimo tuo,1968,0.0,113.0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
23546,A Kid for Two Farthings,1956,0.0,96.0,6.1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
23547,A Woman's Secret,1949,0.0,84.0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
23548,La maison sous les arbres,1971,0.0,96.0,5.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
23549,Transformers: Age of Extinction,2014,1091405097.0,165.0,5.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
23550,Málmhaus,2013,0.0,97.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23551,Russian Roulette,1975,0.0,93.0,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
23552,Attack of the 50 Ft. Woman,1993,0.0,85.0,4.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
23553,August,2011,0.0,100.0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23554,Our Man In Marrakesh,1966,0.0,92.0,6.3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
23555,Belle Starr,1941,0.0,82.0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23556,Belle Starr,1980,0.0,97.0,8.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23557,Finding Vivian Maier,2014,1503616.0,83.0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23558,Jack Strong,2014,0.0,128.0,6.1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
23559,Jennifer,1978,0.0,90.0,8.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23560,Perfect Sisters,2014,0.0,100.0,5.5,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
23561,Belly 2: Millionaire Boyz Club,2008,0.0,76.0,5.3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23562,Beware of Pity,1946,0.0,98.0,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23563,Frank,2014,645186.0,95.0,6.8,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
23564,Som du ser meg,2012,0.0,118.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23565,Mama's Boy,2007,0.0,93.0,4.4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23566,Sound of Redemption: The Frank Morgan Story,2016,0.0,84.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23567,Grzeli nateli dgeebi,2013,0.0,102.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23568,Very Good Girls,2013,0.0,91.0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23569,Joe's Palace,2007,0.0,108.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23570,Day of the Animals,1977,0.0,97.0,5.3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
23571,Wild Beasts - Belve feroci,1984,0.0,92.0,5.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
23572,Happy Birthday to a Beautiful Woman,2012,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23573,They Came Together,2014,0.0,84.0,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23574,Questioning Darwin,2014,0.0,56.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23575,Miele,2013,0.0,96.0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23576,The Son-Daughter,1932,0.0,79.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23577,Planes: Fire & Rescue,2014,151165787.0,83.0,5.8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
23578,Black Gunn,1972,0.0,97.0,5.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
23579,Il poliziotto è marcio,1974,0.0,94.0,5.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23580,"So Evil, So Young",1963,0.0,77.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23581,Elaine Stritch: Shoot Me,2013,0.0,80.0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23582,Wild Oranges,1924,0.0,76.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23583,Stuart: A Life Backwards,2007,0.0,92.0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23584,The Mortician,2011,0.0,91.0,5.9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
23585,Not Another Not Another Movie,2011,0.0,89.0,2.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23586,Mrs. Brown's Boys D'Movie,2014,23000000.0,94.0,4.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23587,Sunburn,1979,0.0,99.0,6.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
23588,Francis,1950,0.0,91.0,6.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
23589,The Gunfighter,2014,0.0,9.0,7.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
23590,Let the Fire Burn,2013,0.0,95.0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23591,Tammy,2014,100525432.0,97.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23592,Kabhi Haan Kabhi Naa,1993,0.0,158.0,7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23593,Radio Free Albemuth,2010,0.0,110.0,5.3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
23594,Les amis,1971,0.0,100.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23595,Le pélican,1974,0.0,83.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23596,カラフル,2010,0.0,127.0,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23597,The Babadook,2014,6676471.0,93.0,6.5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
23598,Misterio en la isla de los monstruos,1981,0.0,105.0,4.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
23599,Killer Legends,2014,0.0,86.0,5.7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
23600,Black Moon,1934,0.0,68.0,4.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23601,ブルー,2002,0.0,116.0,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23602,Blue,2003,0.0,108.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
23603,Brother Rat,1938,0.0,87.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23604,Fehér Isten,2014,282358.0,121.0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23605,Whiplash,2014,13092000.0,105.0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23606,Luther,1974,0.0,110.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23607,Gone Girl,2014,369330363.0,145.0,7.9,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
23608,Brother's Justice,2010,0.0,80.0,5.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23609,Willie and Phil,1980,0.0,115.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23610,The Angriest Man in Brooklyn,2014,0.0,84.0,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23611,Life Itself,2014,0.0,120.0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23612,Veljekset,2011,0.0,120.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23613,Ride the Divide,2010,0.0,82.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23614,Finding Fela,2014,0.0,120.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23615,Duplicate,1998,0.0,166.0,5.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
23616,Missing William,2014,0.0,91.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23617,Favor,2013,0.0,102.0,6.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23618,Dogs,1976,0.0,90.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23619,A mí las mujeres ni fu ni fa,1971,0.0,88.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23620,Klumpfisken,2014,0.0,100.0,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23621,Eye of the Cat,1969,0.0,102.0,5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23622,Nudo e selvaggio,1985,0.0,88.0,5.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
23623,سجل اختفاء,1996,0.0,88.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23624,Dawn of the Planet of the Apes,2014,710644566.0,130.0,7.3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
23625,大魔術師,2011,0.0,128.0,6.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
23626,The Ultimate Warrior,1975,0.0,94.0,4.6,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
23627,Ra.One,2011,0.0,156.0,5.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
23628,Gun Woman,2014,0.0,86.0,4.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23629,Un enfant dans la foule,1976,0.0,85.0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23630,Le Rebelle,1980,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23631,Watercolors,2008,0.0,114.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23632,The Battered Bastards of Baseball,2014,0.0,80.0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23633,No One Lives,2013,74918.0,86.0,5.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23634,Unraveled,2012,0.0,85.0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23635,Buckskin Frontier,1943,0.0,76.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23636,Budz House,2011,0.0,84.0,4.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23637,Bullet,2014,0.0,87.0,4.2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
23638,Bullet for a Badman,1964,0.0,80.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23639,Bulletproof Salesman,2008,0.0,70.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23640,Miss Violence,2013,0.0,99.0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23641,A Dispatch from Reuter's,1940,0.0,90.0,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23642,Bachelor Flat,1962,0.0,91.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23643,The Beast with a Million Eyes,1958,0.0,78.0,2.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23644,The Strange One,1957,0.0,100.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23645,Pierre et Djemila,1987,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23646,Summer School,1978,0.0,81.0,5.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
23647,Billy Two Hats,1974,0.0,99.0,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23648,Buffalo Bill,1943,0.0,90.0,5.3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
23649,Deliver Us from Evil,2014,0.0,118.0,5.9,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
23650,If I Were You,2013,0.0,115.0,7.5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23651,The Saratov Approach,2013,0.0,101.0,5.4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
23652,Jonestown: Paradise Lost,2007,0.0,88.0,6.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23653,Charlie's Country,2013,0.0,108.0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23654,Finding Normal,2013,0.0,90.0,5.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
23655,Margaret Thatcher: The Long Walk to Finchley,2008,0.0,84.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23656,And So It Goes,2014,25312387.0,94.0,5.7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23657,呪怨: 終わりの始まり,2014,0.0,91.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23658,Torment,2013,0.0,81.0,5.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23659,Healing,2014,0.0,112.0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23660,Hellphone,2007,0.0,98.0,4.3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
23661,Premature,2014,0.0,93.0,5.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23662,The Brain,1988,0.0,94.0,4.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23663,The Severed Arm,1973,0.0,89.0,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23664,Bloodline,2011,0.0,92.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23665,Unrated II: Scary as Hell,2011,0.0,72.0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23666,Air Panic,2002,0.0,91.0,4.1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
23667,Darkest Night,2012,0.0,99.0,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23668,Barbe-Bleue,1936,0.0,13.0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23669,Sex Tape,2014,126069509.0,97.0,5.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23670,Going Down in La-La Land,2011,0.0,104.0,6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23671,Operation Ganymed,1977,0.0,118.0,3.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23672,Pinball Summer,1980,0.0,99.0,3.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23673,Ride Beyond Vengeance,1966,0.0,101.0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23674,EMR,2004,0.0,86.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23675,I Origins,2014,336472.0,106.0,7.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
23676,トップをねらえ！＆トップをねらえ２！合体劇場版!!,2006,0.0,180.0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23677,고지전,2011,0.0,133.0,7.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
23678,Wrestling For Jesus: The Tale of T-Money,2011,0.0,70.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23679,L'uomo in più,2001,0.0,100.0,7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23680,The Purge: Anarchy,2014,108782847.0,104.0,6.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23681,Bullets For O'Hara,1941,0.0,50.0,5.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
23682,Bundle of Joy,1956,0.0,98.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23683,Bush Christmas,1947,0.0,77.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
23684,Words and Pictures,2013,3346257.0,111.0,6.5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23685,Guardians of the Galaxy,2014,773328629.0,121.0,7.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
23686,The Ghost Goes West,1935,0.0,95.0,5.9,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
23687,The Nazi Officer's Wife,2003,0.0,90.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23688,10.5,2004,0.0,165.0,5.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
23689,L'étrange couleur des larmes de ton corps,2013,7182.0,102.0,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
23690,The Signal,2014,600896.0,95.0,5.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23691,Chega de Saudade,2007,0.0,95.0,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23692,Busses Roar,1942,0.0,58.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23693,But Not For Me,1959,0.0,111.0,6.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23694,Butcher Boys,2013,0.0,86.0,3.1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
23695,By Dawn's Early Light,2001,0.0,100.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23696,Jimmy's Hall,2014,2606000.0,106.0,6.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23697,Super Hero Party Clown,2012,0.0,84.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23698,Willow Creek,2013,0.0,80.0,5.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
23699,The Expendables 3,2014,206172544.0,127.0,6.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
23700,Gunday,2014,0.0,152.0,5.7,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
23701,Goliyon Ki Raasleela Ram-Leela,2013,32000000.0,150.0,7.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23702,Ek Villain,2014,0.0,129.0,6.3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
23703,Kites,2010,0.0,131.0,6.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
23704,Hercules,2014,243400000.0,99.0,5.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
23705,Monty Python Live (Mostly),2014,0.0,138.0,7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
